status,gap,time_s,objective_value,active_vars,instance,method,restrictions,CPLEX_settings
integer optimal solution,0.0,45.353,309.0,"{'x_1_33': 1.0, 'x_2_36': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_8_11': 1.0, 'x_9_45': 1.0, 'x_10_27': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_39': 1.0, 'x_14_41': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_14': 1.0, 'x_31_16': 1.0, 'x_32_37': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_40': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_42': 1.0, 'x_40_1': 1.0, 'x_41_8': 1.0, 'x_42_9': 1.0, 'x_43_2': 1.0, 'x_44_10': 1.0, 'x_45_43': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_18': 1.0, 'auto_19_26': 1.0, 'auto_19_49': 1.0, 'y_auto_19': 1.0}",medium_instance,Nuevo,Exclusivos=Enabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,47.435,283.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_18': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_25_32': 1.0, 'x_28_37': 1.0, 'x_29_4': 1.0, 'x_30_14': 1.0, 'x_31_45': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_13': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_50': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_44': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_2_3': 1.0, 'auto_2_15': 1.0, 'auto_2_27': 1.0, 'auto_2_43': 1.0, 'auto_2_49': 1.0, 'auto_42_6': 1.0, 'auto_42_16': 1.0, 'auto_42_20': 1.0, 'auto_42_24': 1.0, 'auto_42_26': 1.0, 'y_auto_2': 1.0, 'y_auto_42': 1.0}",medium_instance,Nuevo,Refrigerados=Enabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,46.634,283.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_18': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_25_32': 1.0, 'x_28_37': 1.0, 'x_29_4': 1.0, 'x_30_14': 1.0, 'x_31_45': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_13': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_50': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_44': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_7_6': 1.0, 'auto_7_15': 1.0, 'auto_7_20': 1.0, 'auto_7_27': 1.0, 'auto_7_49': 1.0, 'auto_19_3': 1.0, 'auto_19_16': 1.0, 'auto_19_24': 1.0, 'auto_19_26': 1.0, 'auto_19_43': 1.0, 'y_auto_7': 1.0, 'y_auto_19': 1.0}",medium_instance,Nuevo,Precedencia=Enabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,15.978,955.0,"{'x_1_66': 1.0, 'x_2_9': 1.0, 'x_3_47': 1.0, 'x_4_51': 1.0, 'x_5_32': 1.0, 'x_6_22': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_9_41': 1.0, 'x_10_20': 1.0, 'x_11_26': 1.0, 'x_12_10': 1.0, 'x_13_56': 1.0, 'x_14_15': 1.0, 'x_15_35': 1.0, 'x_16_37': 1.0, 'x_17_53': 1.0, 'x_18_40': 1.0, 'x_19_18': 1.0, 'x_20_19': 1.0, 'x_21_67': 1.0, 'x_22_39': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_17': 1.0, 'x_26_71': 1.0, 'x_27_34': 1.0, 'x_28_13': 1.0, 'x_29_44': 1.0, 'x_30_74': 1.0, 'x_31_28': 1.0, 'x_32_61': 1.0, 'x_33_55': 1.0, 'x_34_73': 1.0, 'x_35_65': 1.0, 'x_36_27': 1.0, 'x_37_23': 1.0, 'x_38_33': 1.0, 'x_39_45': 1.0, 'x_40_30': 1.0, 'x_41_52': 1.0, 'x_42_12': 1.0, 'x_43_38': 1.0, 'x_44_36': 1.0, 'x_45_21': 1.0, 'x_46_31': 1.0, 'x_47_25': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_50_11': 1.0, 'x_51_70': 1.0, 'x_52_29': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_55_75': 1.0, 'x_56_68': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_59_64': 1.0, 'x_60_46': 1.0, 'x_61_49': 1.0, 'x_62_72': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_62': 1.0, 'x_66_42': 1.0, 'x_67_59': 1.0, 'x_68_4': 1.0, 'x_69_3': 1.0, 'x_70_16': 1.0, 'x_71_8': 1.0, 'x_72_24': 1.0, 'x_73_6': 1.0, 'x_74_50': 1.0, 'x_75_14': 1.0}",large_instance,Actual,All,{'ns0_hf0_cuts0_ps1'}
integer optimal solution,0.0,14.141,955.0,"{'x_1_66': 1.0, 'x_2_9': 1.0, 'x_3_47': 1.0, 'x_4_51': 1.0, 'x_5_32': 1.0, 'x_6_22': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_9_41': 1.0, 'x_10_20': 1.0, 'x_11_26': 1.0, 'x_12_10': 1.0, 'x_13_56': 1.0, 'x_14_15': 1.0, 'x_15_35': 1.0, 'x_16_37': 1.0, 'x_17_53': 1.0, 'x_18_40': 1.0, 'x_19_18': 1.0, 'x_20_19': 1.0, 'x_21_67': 1.0, 'x_22_39': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_17': 1.0, 'x_26_71': 1.0, 'x_27_34': 1.0, 'x_28_13': 1.0, 'x_29_44': 1.0, 'x_30_74': 1.0, 'x_31_28': 1.0, 'x_32_61': 1.0, 'x_33_55': 1.0, 'x_34_73': 1.0, 'x_35_65': 1.0, 'x_36_27': 1.0, 'x_37_23': 1.0, 'x_38_33': 1.0, 'x_39_45': 1.0, 'x_40_30': 1.0, 'x_41_52': 1.0, 'x_42_12': 1.0, 'x_43_38': 1.0, 'x_44_36': 1.0, 'x_45_21': 1.0, 'x_46_31': 1.0, 'x_47_25': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_50_11': 1.0, 'x_51_70': 1.0, 'x_52_29': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_55_75': 1.0, 'x_56_68': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_59_64': 1.0, 'x_60_46': 1.0, 'x_61_49': 1.0, 'x_62_72': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_62': 1.0, 'x_66_42': 1.0, 'x_67_59': 1.0, 'x_68_4': 1.0, 'x_69_3': 1.0, 'x_70_16': 1.0, 'x_71_8': 1.0, 'x_72_24': 1.0, 'x_73_6': 1.0, 'x_74_50': 1.0, 'x_75_14': 1.0}",large_instance,Actual,All,{'ns0_hf10_cuts0_ps1'}
integer optimal solution,0.0,21.129,955.0,"{'x_1_66': 1.0, 'x_2_9': 1.0, 'x_3_47': 1.0, 'x_4_51': 1.0, 'x_5_32': 1.0, 'x_6_22': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_9_41': 1.0, 'x_10_20': 1.0, 'x_11_26': 1.0, 'x_12_10': 1.0, 'x_13_56': 1.0, 'x_14_15': 1.0, 'x_15_35': 1.0, 'x_16_37': 1.0, 'x_17_53': 1.0, 'x_18_40': 1.0, 'x_19_18': 1.0, 'x_20_19': 1.0, 'x_21_67': 1.0, 'x_22_39': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_17': 1.0, 'x_26_71': 1.0, 'x_27_34': 1.0, 'x_28_13': 1.0, 'x_29_44': 1.0, 'x_30_74': 1.0, 'x_31_28': 1.0, 'x_32_61': 1.0, 'x_33_55': 1.0, 'x_34_73': 1.0, 'x_35_65': 1.0, 'x_36_27': 1.0, 'x_37_23': 1.0, 'x_38_33': 1.0, 'x_39_45': 1.0, 'x_40_30': 1.0, 'x_41_52': 1.0, 'x_42_12': 1.0, 'x_43_38': 1.0, 'x_44_36': 1.0, 'x_45_21': 1.0, 'x_46_31': 1.0, 'x_47_25': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_50_11': 1.0, 'x_51_70': 1.0, 'x_52_29': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_55_75': 1.0, 'x_56_68': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_59_64': 1.0, 'x_60_46': 1.0, 'x_61_49': 1.0, 'x_62_72': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_62': 1.0, 'x_66_42': 1.0, 'x_67_59': 1.0, 'x_68_4': 1.0, 'x_69_3': 1.0, 'x_70_16': 1.0, 'x_71_8': 1.0, 'x_72_24': 1.0, 'x_73_6': 1.0, 'x_74_50': 1.0, 'x_75_14': 1.0}",large_instance,Actual,All,{'ns0_hf1_cuts0_ps0'}
time limit exceeded,0.018181818181816564,388.024,1265.0,"{'x_1_66': 1.0, 'x_2_11': 1.0, 'x_3_47': 1.0, 'x_5_32': 1.0, 'x_7_5': 1.0, 'x_10_52': 1.0, 'x_11_26': 1.0, 'x_13_53': 1.0, 'x_15_35': 1.0, 'x_16_37': 1.0, 'x_19_20': 1.0, 'x_20_10': 1.0, 'x_21_67': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_27': 1.0, 'x_26_3': 1.0, 'x_27_36': 1.0, 'x_28_13': 1.0, 'x_30_40': 1.0, 'x_31_28': 1.0, 'x_32_61': 1.0, 'x_33_31': 1.0, 'x_35_30': 1.0, 'x_36_24': 1.0, 'x_37_23': 1.0, 'x_38_33': 1.0, 'x_39_45': 1.0, 'x_40_43': 1.0, 'x_42_49': 1.0, 'x_43_38': 1.0, 'x_45_21': 1.0, 'x_47_25': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_52_16': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_56_68': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_60_39': 1.0, 'x_61_19': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_56': 1.0, 'x_66_42': 1.0, 'x_67_65': 1.0, 'x_68_15': 1.0, 'x_69_64': 1.0, 'auto_1_55': 1.0, 'auto_1_62': 1.0, 'auto_1_70': 1.0, 'auto_1_72': 1.0, 'auto_1_75': 1.0, 'auto_7_6': 1.0, 'auto_7_17': 1.0, 'auto_7_29': 1.0, 'auto_7_44': 1.0, 'auto_7_73': 1.0, 'auto_16_14': 1.0, 'auto_16_34': 1.0, 'auto_16_46': 1.0, 'auto_16_51': 1.0, 'auto_16_59': 1.0, 'auto_19_8': 1.0, 'auto_19_9': 1.0, 'auto_19_12': 1.0, 'auto_19_18': 1.0, 'auto_19_41': 1.0, 'auto_47_4': 1.0, 'auto_47_22': 1.0, 'auto_47_50': 1.0, 'auto_47_71': 1.0, 'auto_47_74': 1.0, 'y_auto_1': 1.0, 'y_auto_7': 1.0, 'y_auto_16': 1.0, 'y_auto_19': 1.0, 'y_auto_47': 1.0}",large_instance,Nuevo,All,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,365.28,958.0,"{'x_1_66': 1.0, 'x_2_9': 1.0, 'x_3_28': 1.0, 'x_4_68': 1.0, 'x_5_32': 1.0, 'x_6_22': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_9_41': 1.0, 'x_10_20': 1.0, 'x_11_26': 1.0, 'x_12_10': 1.0, 'x_13_56': 1.0, 'x_14_34': 1.0, 'x_15_35': 1.0, 'x_16_37': 1.0, 'x_17_53': 1.0, 'x_18_40': 1.0, 'x_19_18': 1.0, 'x_20_19': 1.0, 'x_21_67': 1.0, 'x_22_17': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_47': 1.0, 'x_26_71': 1.0, 'x_27_25': 1.0, 'x_28_13': 1.0, 'x_29_44': 1.0, 'x_30_74': 1.0, 'x_31_46': 1.0, 'x_32_61': 1.0, 'x_33_31': 1.0, 'x_34_73': 1.0, 'x_35_55': 1.0, 'x_36_27': 1.0, 'x_37_23': 1.0, 'x_38_33': 1.0, 'x_39_45': 1.0, 'x_40_30': 1.0, 'x_41_52': 1.0, 'x_42_12': 1.0, 'x_43_38': 1.0, 'x_44_36': 1.0, 'x_45_21': 1.0, 'x_46_70': 1.0, 'x_47_3': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_50_11': 1.0, 'x_51_4': 1.0, 'x_52_29': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_55_75': 1.0, 'x_56_65': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_59_64': 1.0, 'x_60_39': 1.0, 'x_61_49': 1.0, 'x_62_72': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_62': 1.0, 'x_66_42': 1.0, 'x_67_51': 1.0, 'x_68_15': 1.0, 'x_69_8': 1.0, 'x_70_16': 1.0, 'x_71_59': 1.0, 'x_72_24': 1.0, 'x_73_6': 1.0, 'x_74_50': 1.0, 'x_75_14': 1.0}",large_instance,Nuevo,Min_No_Camion=False,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,8.135,1072.0,"{'x_1_66': 1.0, 'x_2_23': 1.0, 'x_3_26': 1.0, 'x_4_68': 1.0, 'x_6_22': 1.0, 'x_8_43': 1.0, 'x_10_52': 1.0, 'x_12_19': 1.0, 'x_14_15': 1.0, 'x_15_35': 1.0, 'x_16_37': 1.0, 'x_19_20': 1.0, 'x_20_10': 1.0, 'x_21_67': 1.0, 'x_22_39': 1.0, 'x_23_69': 1.0, 'x_24_57': 1.0, 'x_26_71': 1.0, 'x_27_34': 1.0, 'x_28_14': 1.0, 'x_30_3': 1.0, 'x_31_33': 1.0, 'x_32_28': 1.0, 'x_33_55': 1.0, 'x_34_73': 1.0, 'x_35_30': 1.0, 'x_37_2': 1.0, 'x_39_45': 1.0, 'x_42_12': 1.0, 'x_43_56': 1.0, 'x_45_21': 1.0, 'x_46_31': 1.0, 'x_51_4': 1.0, 'x_52_16': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_55_75': 1.0, 'x_56_65': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_60_46': 1.0, 'x_63_53': 1.0, 'x_65_24': 1.0, 'x_66_42': 1.0, 'x_67_51': 1.0, 'x_68_32': 1.0, 'x_69_27': 1.0, 'x_71_8': 1.0, 'x_73_6': 1.0, 'x_75_54': 1.0, 'auto_2_9': 1.0, 'auto_2_13': 1.0, 'auto_2_49': 1.0, 'auto_2_50': 1.0, 'auto_2_70': 1.0, 'auto_10_41': 1.0, 'auto_10_44': 1.0, 'auto_10_59': 1.0, 'auto_10_61': 1.0, 'auto_10_62': 1.0, 'auto_20_5': 1.0, 'auto_20_18': 1.0, 'auto_20_29': 1.0, 'auto_20_36': 1.0, 'auto_20_48': 1.0, 'auto_69_17': 1.0, 'auto_69_25': 1.0, 'auto_69_38': 1.0, 'auto_69_64': 1.0, 'auto_69_74': 1.0, 'auto_73_7': 1.0, 'auto_73_11': 1.0, 'auto_73_40': 1.0, 'auto_73_47': 1.0, 'auto_73_72': 1.0, 'y_auto_2': 1.0, 'y_auto_10': 1.0, 'y_auto_20': 1.0, 'y_auto_69': 1.0, 'y_auto_73': 1.0}",large_instance,Nuevo,Exclusivos=Disabled,{'ns0_hf1_cuts0_ps1'}
time limit exceeded,0.015067406819982764,388.017,1261.0,"{'x_1_66': 1.0, 'x_2_37': 1.0, 'x_3_47': 1.0, 'x_5_53': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_10_20': 1.0, 'x_12_10': 1.0, 'x_14_15': 1.0, 'x_15_35': 1.0, 'x_16_31': 1.0, 'x_19_8': 1.0, 'x_20_19': 1.0, 'x_21_67': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_27': 1.0, 'x_27_36': 1.0, 'x_28_14': 1.0, 'x_29_52': 1.0, 'x_30_3': 1.0, 'x_31_28': 1.0, 'x_32_61': 1.0, 'x_33_38': 1.0, 'x_35_40': 1.0, 'x_36_44': 1.0, 'x_37_16': 1.0, 'x_38_64': 1.0, 'x_40_30': 1.0, 'x_42_12': 1.0, 'x_43_56': 1.0, 'x_44_29': 1.0, 'x_45_21': 1.0, 'x_47_25': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_52_45': 1.0, 'x_53_1': 1.0, 'x_54_58': 1.0, 'x_56_68': 1.0, 'x_57_33': 1.0, 'x_58_63': 1.0, 'x_61_49': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_24': 1.0, 'x_66_42': 1.0, 'x_67_65': 1.0, 'x_68_32': 1.0, 'x_69_23': 1.0, 'auto_7_6': 1.0, 'auto_7_26': 1.0, 'auto_7_50': 1.0, 'auto_7_51': 1.0, 'auto_7_70': 1.0, 'auto_10_4': 1.0, 'auto_10_13': 1.0, 'auto_10_59': 1.0, 'auto_10_62': 1.0, 'auto_10_71': 1.0, 'auto_14_11': 1.0, 'auto_14_17': 1.0, 'auto_14_34': 1.0, 'auto_14_46': 1.0, 'auto_14_55': 1.0, 'auto_15_22': 1.0, 'auto_15_39': 1.0, 'auto_15_60': 1.0, 'auto_15_72': 1.0, 'auto_15_74': 1.0, 'auto_20_9': 1.0, 'auto_20_18': 1.0, 'auto_20_41': 1.0, 'auto_20_73': 1.0, 'auto_20_75': 1.0, 'y_auto_7': 1.0, 'y_auto_10': 1.0, 'y_auto_14': 1.0, 'y_auto_15': 1.0, 'y_auto_20': 1.0}",large_instance,Nuevo,Refrigerados=Disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,60.963,1250.0,"{'x_1_53': 1.0, 'x_2_37': 1.0, 'x_3_26': 1.0, 'x_6_73': 1.0, 'x_7_22': 1.0, 'x_8_43': 1.0, 'x_10_20': 1.0, 'x_14_15': 1.0, 'x_15_35': 1.0, 'x_16_31': 1.0, 'x_19_61': 1.0, 'x_20_19': 1.0, 'x_21_45': 1.0, 'x_22_6': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_47': 1.0, 'x_26_71': 1.0, 'x_27_25': 1.0, 'x_28_14': 1.0, 'x_30_1': 1.0, 'x_31_33': 1.0, 'x_32_28': 1.0, 'x_33_38': 1.0, 'x_34_21': 1.0, 'x_35_40': 1.0, 'x_36_27': 1.0, 'x_37_16': 1.0, 'x_38_64': 1.0, 'x_39_49': 1.0, 'x_40_30': 1.0, 'x_43_56': 1.0, 'x_45_52': 1.0, 'x_47_3': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_52_10': 1.0, 'x_53_36': 1.0, 'x_54_58': 1.0, 'x_56_65': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_60_39': 1.0, 'x_61_32': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_24': 1.0, 'x_69_23': 1.0, 'x_71_8': 1.0, 'x_73_34': 1.0, 'auto_8_5': 1.0, 'auto_8_17': 1.0, 'auto_8_29': 1.0, 'auto_8_59': 1.0, 'auto_8_70': 1.0, 'auto_10_13': 1.0, 'auto_10_41': 1.0, 'auto_10_42': 1.0, 'auto_10_55': 1.0, 'auto_10_68': 1.0, 'auto_27_9': 1.0, 'auto_27_11': 1.0, 'auto_27_66': 1.0, 'auto_27_67': 1.0, 'auto_27_75': 1.0, 'auto_34_18': 1.0, 'auto_34_44': 1.0, 'auto_34_46': 1.0, 'auto_34_62': 1.0, 'auto_34_72': 1.0, 'auto_47_4': 1.0, 'auto_47_12': 1.0, 'auto_47_50': 1.0, 'auto_47_51': 1.0, 'auto_47_74': 1.0, 'y_auto_8': 1.0, 'y_auto_10': 1.0, 'y_auto_27': 1.0, 'y_auto_34': 1.0, 'y_auto_47': 1.0}",large_instance,Nuevo,Precedencia=Disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,80.483,953.0,"{'x_1_53': 1.0, 'x_2_9': 1.0, 'x_3_26': 1.0, 'x_4_51': 1.0, 'x_5_32': 1.0, 'x_6_73': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_9_41': 1.0, 'x_10_12': 1.0, 'x_11_62': 1.0, 'x_12_42': 1.0, 'x_13_56': 1.0, 'x_14_75': 1.0, 'x_15_14': 1.0, 'x_16_37': 1.0, 'x_17_22': 1.0, 'x_18_40': 1.0, 'x_19_18': 1.0, 'x_20_10': 1.0, 'x_21_45': 1.0, 'x_22_6': 1.0, 'x_23_2': 1.0, 'x_24_57': 1.0, 'x_25_47': 1.0, 'x_26_71': 1.0, 'x_27_25': 1.0, 'x_28_13': 1.0, 'x_29_44': 1.0, 'x_30_74': 1.0, 'x_31_28': 1.0, 'x_32_61': 1.0, 'x_33_31': 1.0, 'x_34_35': 1.0, 'x_35_15': 1.0, 'x_36_27': 1.0, 'x_37_23': 1.0, 'x_38_20': 1.0, 'x_39_49': 1.0, 'x_40_30': 1.0, 'x_41_52': 1.0, 'x_42_66': 1.0, 'x_43_38': 1.0, 'x_44_36': 1.0, 'x_45_39': 1.0, 'x_46_70': 1.0, 'x_47_3': 1.0, 'x_48_54': 1.0, 'x_49_69': 1.0, 'x_50_11': 1.0, 'x_51_67': 1.0, 'x_52_29': 1.0, 'x_53_17': 1.0, 'x_54_58': 1.0, 'x_55_33': 1.0, 'x_56_68': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_60_46': 1.0, 'x_61_19': 1.0, 'x_62_65': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_24': 1.0, 'x_66_1': 1.0, 'x_67_21': 1.0, 'x_68_4': 1.0, 'x_69_64': 1.0, 'x_70_16': 1.0, 'x_71_8': 1.0, 'x_73_34': 1.0, 'x_74_50': 1.0, 'x_75_55': 1.0, 'bici_24_59': 1.0, 'bici_24_72': 1.0, 'y_bici_24': 1.0}",large_instance,Nuevo,"Min_No_Camion=Disabled, Max_Bicis=37, Max_Autos=18",{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,32.447,905.9999999999932,"{'x_1_53': 1.0, 'x_2_11': 1.0, 'x_3_47': 1.0, 'x_4_68': 1.0, 'x_5_32': 1.0, 'x_6_22': 1.0, 'x_7_5': 1.0, 'x_8_43': 1.0, 'x_9_2': 1.0, 'x_10_12': 1.0, 'x_11_26': 1.0, 'x_12_42': 1.0, 'x_13_28': 1.0, 'x_14_34': 1.0, 'x_15_14': 1.0, 'x_16_37': 1.0, 'x_19_20': 1.0, 'x_20_10': 1.0, 'x_21_67': 1.0, 'x_22_39': 1.0, 'x_23_69': 1.0, 'x_24_57': 1.0, 'x_25_27': 1.0, 'x_26_71': 1.0, 'x_27_36': 1.0, 'x_28_50': 1.0, 'x_29_52': 1.0, 'x_30_3': 1.0, 'x_31_75': 1.0, 'x_32_61': 1.0, 'x_33_31': 1.0, 'x_34_73': 1.0, 'x_35_15': 1.0, 'x_36_44': 1.0, 'x_37_23': 1.0, 'x_38_33': 1.0, 'x_39_45': 1.0, 'x_41_9': 1.0, 'x_42_66': 1.0, 'x_43_38': 1.0, 'x_44_29': 1.0, 'x_45_21': 1.0, 'x_46_70': 1.0, 'x_47_25': 1.0, 'x_48_54': 1.0, 'x_50_74': 1.0, 'x_51_4': 1.0, 'x_52_41': 1.0, 'x_53_13': 1.0, 'x_54_58': 1.0, 'x_55_35': 1.0, 'x_56_65': 1.0, 'x_57_60': 1.0, 'x_58_63': 1.0, 'x_60_46': 1.0, 'x_61_19': 1.0, 'x_62_72': 1.0, 'x_63_7': 1.0, 'x_64_48': 1.0, 'x_65_62': 1.0, 'x_66_1': 1.0, 'x_67_51': 1.0, 'x_68_56': 1.0, 'x_69_64': 1.0, 'x_70_16': 1.0, 'x_71_8': 1.0, 'x_72_24': 1.0, 'x_73_6': 1.0, 'x_74_30': 1.0, 'x_75_55': 1.0, 'auto_67_17': 1.0, 'auto_67_18': 1.0, 'auto_67_40': 1.0, 'auto_67_49': 1.0, 'auto_67_59': 1.0, 'y_auto_67': 1.0}",large_instance,Nuevo,All restrictions disabled,{'ns0_hf1_cuts0_ps1'}
